# Soil Moisture - with Trace Gas Sampling,,,,,
#,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/157,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/157.csv,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,,
#,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,
#,,,,,
#     VARIATE TABLE,,,,,
"# date		sample date",,,,,
"# treatment		LTER treatment",,,,,
"# replicate		LTER replicate",,,,,
"# sub_plot		additional experimental treatment such as fertilization",,,,,
"# moisture	gramsPerGram	measured soil moisture as a fraction (dry weight basis)",,,,,
"# comments		comments about the observation",,,,,
#,,,,,
#,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,
#2012-10-2 Sven Bohm. Discovered that the wet and dry weights were not corrected by the tin weight in the lab. I uploaded the tin weights to the tins table and corrected the moistures in the view. The lack correction caused a slight under estimation of the soil moisture in this dataset.,,,,,
#2021-12-14 Sven Bohm. Added T and R prefixes to treatment and replicate.,,,,,
#,,,,,
#,,,,gramsPerGram,
date,treatment,replicate,sub_plot,moisture,comments
4/12/2012,TDF,R2,3F,0.13,
4/12/2012,TDF,R2,10F,0.14,
4/12/2012,TCF,R2,,0.14,
4/12/2012,TCF,R2,1F,0.11,
4/12/2012,TCF,R2,3F,0.16,
4/12/2012,TSF,R3,,0.12,
4/12/2012,TSF,R3,1F,0.17,
4/12/2012,TSF,R3,3F,0.13,
4/12/2012,TSF,R2,,0.16,
4/12/2012,TSF,R2,1F,0.2,
4/12/2012,TSF,R2,3F,0.26,
4/12/2012,TDF,R3,,0.15,
4/12/2012,TDF,R3,1F,0.16,
4/12/2012,TDF,R3,3F,0.15,
4/12/2012,TDF,R3,10F,0.16,
4/12/2012,TCF,R3,,0.2,
4/12/2012,TCF,R3,1F,0.19,
4/12/2012,TCF,R3,3F,0.21,
4/26/2012,T7,R1,F,0.2,
4/26/2012,T7,R2,F,0.21,
4/26/2012,T7,R3,F,0.2,
4/26/2012,T7,R4,F,0.2,
4/26/2012,TCF,R1,,0.16,
4/26/2012,TCF,R1,1F,0.14,
4/26/2012,TCF,R1,3F,0.15,
4/26/2012,TDF,R1,,0.24,
4/26/2012,TDF,R1,1F,0.28,
4/26/2012,TDF,R1,3F,0.2,
4/26/2012,TDF,R1,10F,0.19,
4/26/2012,TSF,R1,,0.14,
4/26/2012,TSF,R1,1F,0.15,
4/26/2012,TSF,R1,3F,0.14,
4/26/2012,TDF,R2,,0.27,
4/26/2012,TDF,R2,1F,0.14,
4/26/2012,TDF,R2,3F,0.14,
4/26/2012,TDF,R2,10F,0.14,
4/26/2012,TCF,R2,,0.14,
4/26/2012,TCF,R2,1F,0.12,
4/26/2012,TCF,R2,3F,0.2,
4/26/2012,TSF,R3,,0.12,
4/26/2012,TSF,R3,1F,0.18,
4/26/2012,TSF,R3,3F,0.13,
4/26/2012,TSF,R2,,0.19,
4/26/2012,TSF,R2,1F,0.18,
4/26/2012,TSF,R2,3F,0.18,
4/26/2012,TDF,R3,,0.15,
4/26/2012,TDF,R3,1F,0.16,
4/26/2012,TDF,R3,3F,0.17,
4/26/2012,TDF,R3,10F,0.2,
4/26/2012,TCF,R3,,0.19,
4/26/2012,TCF,R3,1F,0.25,
4/26/2012,TCF,R3,3F,0.23,
5/18/2012,T7,R1,F,0.12,
5/18/2012,T7,R2,F,0.14,
5/18/2012,T7,R3,F,0.11,
5/18/2012,T7,R4,F,0.11,
5/18/2012,TCF,R1,,0.08,
5/18/2012,TCF,R1,1F,0.12,
5/18/2012,TCF,R1,3F,0.11,
5/18/2012,TDF,R1,,0.17,
5/18/2012,TDF,R1,1F,0.23,
5/18/2012,TDF,R1,3F,0.17,
5/18/2012,TDF,R1,10F,0.22,
5/18/2012,TSF,R1,,0.07,
5/18/2012,TSF,R1,1F,0.09,
5/18/2012,TSF,R1,3F,0.08,
5/18/2012,TDF,R2,,0.19,
5/18/2012,TDF,R2,1F,0.09,
5/18/2012,TDF,R2,3F,0.12,
5/18/2012,TDF,R2,10F,0.07,
5/18/2012,TCF,R2,,0.11,
5/18/2012,TCF,R2,1F,0.1,
5/18/2012,TCF,R2,3F,0.15,
5/18/2012,TSF,R3,,0.08,
5/18/2012,TSF,R3,1F,0.12,
5/18/2012,TSF,R3,3F,0.1,
5/18/2012,TSF,R2,,0.16,
5/18/2012,TSF,R2,1F,0.11,
5/18/2012,TSF,R2,3F,0.15,
5/18/2012,TDF,R3,,0.24,
5/18/2012,TDF,R3,1F,0.14,
5/18/2012,TDF,R3,3F,0.14,
5/18/2012,TDF,R3,10F,0.18,
5/18/2012,TCF,R3,,0.16,
5/18/2012,TCF,R3,1F,0.17,
5/18/2012,TCF,R3,3F,0.18,
6/1/2012,T7,R1,F,0.23,
6/1/2012,T7,R2,F,0.21,
6/1/2012,T7,R3,F,0.19,
6/1/2012,T7,R4,F,0.12,
6/1/2012,TCF,R1,,0.15,
6/1/2012,TCF,R1,1F,0.15,
6/1/2012,TCF,R1,3F,0.14,
6/1/2012,TDF,R1,,0.23,
6/1/2012,TDF,R1,1F,0.25,
6/1/2012,TDF,R1,3F,0.2,
6/1/2012,TDF,R1,10F,0.18,
6/1/2012,TSF,R1,,0.14,
6/1/2012,TSF,R1,1F,0.15,
6/1/2012,TSF,R1,3F,0.13,
6/1/2012,TDF,R2,,0.19,
6/1/2012,TDF,R2,1F,0.2,
6/1/2012,TDF,R2,3F,0.17,
6/1/2012,TDF,R2,10F,0.12,
6/1/2012,TCF,R2,,0.14,
6/1/2012,TCF,R2,1F,0.11,
6/1/2012,TCF,R2,3F,0.15,
6/1/2012,TSF,R3,,0.18,
6/1/2012,TSF,R3,1F,0.15,
6/1/2012,TSF,R3,3F,0.16,
6/1/2012,TSF,R2,,0.2,
6/1/2012,TSF,R2,1F,0.16,
6/1/2012,TSF,R2,3F,0.2,
6/1/2012,TDF,R3,,0.15,
6/1/2012,TDF,R3,1F,0.17,
6/1/2012,TDF,R3,3F,0.15,
6/1/2012,TDF,R3,10F,0.17,
6/1/2012,TCF,R3,,0.21,
6/1/2012,TCF,R3,1F,0.15,
6/1/2012,TCF,R3,3F,0.2,
6/14/2012,T7,R1,F,0.09,
6/14/2012,T7,R2,F,0.07,
6/14/2012,T7,R3,F,0.07,
6/14/2012,T7,R4,F,0.06,
6/14/2012,TCF,R1,,0.06,
6/14/2012,TCF,R1,1F,0.04,
6/14/2012,TCF,R1,3F,0.05,
6/14/2012,TDF,R1,,0.13,
6/14/2012,TDF,R1,1F,0.13,
6/14/2012,TDF,R1,3F,0.11,
6/14/2012,TDF,R1,10F,0.09,
6/14/2012,TSF,R1,,0.03,
6/14/2012,TSF,R1,1F,0.08,
6/14/2012,TSF,R1,3F,0.04,
6/14/2012,TDF,R2,,0.13,
6/14/2012,TDF,R2,1F,0.07,
6/14/2012,TDF,R2,3F,0.08,
6/14/2012,TDF,R2,10F,0.08,
6/14/2012,TCF,R2,,0.06,
6/14/2012,TCF,R2,1F,0.06,
6/14/2012,TCF,R2,3F,0.07,
6/14/2012,TSF,R3,,0.06,
6/14/2012,TSF,R3,1F,0.07,
6/14/2012,TSF,R3,3F,0.04,
6/14/2012,TSF,R2,,0.14,
6/14/2012,TSF,R2,1F,0.06,
6/14/2012,TSF,R2,3F,0.07,
6/14/2012,TDF,R3,,0.07,
6/14/2012,TDF,R3,1F,0.11,
6/14/2012,TDF,R3,3F,0.06,
6/14/2012,TDF,R3,10F,0.12,
6/14/2012,TCF,R3,,0.11,
6/14/2012,TCF,R3,1F,0.11,
6/14/2012,TCF,R3,3F,0.15,
6/28/2012,T7,R1,F,0.05,
6/28/2012,T7,R2,F,0.03,
6/28/2012,T7,R3,F,0.02,
6/28/2012,T7,R4,F,0.02,
6/28/2012,TCF,R1,,0.07,
6/28/2012,TCF,R1,1F,0.03,
6/28/2012,TCF,R1,3F,0.06,
6/28/2012,TDF,R1,,0.08,
6/28/2012,TDF,R1,1F,0.11,
6/28/2012,TDF,R1,3F,0.09,
6/28/2012,TDF,R1,10F,0.08,
6/28/2012,TSF,R1,,0.03,
6/28/2012,TSF,R1,1F,0.04,
6/28/2012,TSF,R1,3F,0.03,
6/28/2012,TDF,R2,,0.08,
6/28/2012,TDF,R2,1F,0.04,
6/28/2012,TDF,R2,3F,0.07,
6/28/2012,TDF,R2,10F,0.05,
6/28/2012,TCF,R2,,0.05,
6/28/2012,TCF,R2,1F,0.06,
6/28/2012,TCF,R2,3F,0.07,
6/28/2012,TSF,R3,,0.1,
6/28/2012,TSF,R3,1F,0.05,
6/28/2012,TSF,R3,3F,0.03,
6/28/2012,TSF,R2,,0.06,
6/28/2012,TSF,R2,1F,0.05,
6/28/2012,TSF,R2,3F,0.06,
6/28/2012,TDF,R3,,0.06,
6/28/2012,TDF,R3,1F,0.06,
6/28/2012,TDF,R3,3F,0.05,
6/28/2012,TDF,R3,10F,0.04,
6/28/2012,TCF,R3,,0.08,
6/28/2012,TCF,R3,1F,0.07,
6/28/2012,TCF,R3,3F,0.1,
7/12/2012,T7,R1,F,0.03,
7/12/2012,T7,R2,F,0.06,
7/12/2012,T7,R3,F,0.03,
7/12/2012,T7,R4,F,0.06,
7/12/2012,TCF,R1,,0.04,
7/12/2012,TCF,R1,1F,0.04,
7/12/2012,TCF,R1,3F,0.04,
7/12/2012,TDF,R1,,0.05,
7/12/2012,TDF,R1,1F,0.07,
7/12/2012,TDF,R1,3F,0.07,
7/12/2012,TDF,R1,10F,0.05,
7/12/2012,TSF,R1,,0.04,
7/12/2012,TSF,R1,1F,0.02,
7/12/2012,TSF,R1,3F,0.02,
7/12/2012,TDF,R2,,0.07,
7/12/2012,TDF,R2,1F,0.05,
7/12/2012,TDF,R2,3F,0.06,
7/12/2012,TDF,R2,10F,0.05,
7/12/2012,TCF,R2,,0.04,
7/12/2012,TCF,R2,1F,0.05,
7/12/2012,TCF,R2,3F,0.06,
7/12/2012,TSF,R3,,0.05,
7/12/2012,TSF,R3,1F,0.04,
7/12/2012,TSF,R3,3F,0.03,
7/12/2012,TSF,R2,,0.05,
7/12/2012,TSF,R2,1F,0.04,
7/12/2012,TSF,R2,3F,0.04,
7/12/2012,TDF,R3,,0.05,
7/12/2012,TDF,R3,1F,0.04,
7/12/2012,TDF,R3,3F,0.04,
7/12/2012,TDF,R3,10F,0.05,
7/12/2012,TCF,R3,,0.05,
7/12/2012,TCF,R3,1F,0.08,
7/12/2012,TCF,R3,3F,0.07,
8/8/2012,T7,R1,F,0.02,
8/8/2012,T7,R2,F,0.03,
8/8/2012,T7,R3,F,0.02,
8/8/2012,T7,R4,F,0.02,
8/8/2012,TCF,R1,,0.06,
8/8/2012,TCF,R1,1F,0.03,
8/8/2012,TCF,R1,3F,0.04,
8/8/2012,TDF,R1,,0.07,
8/8/2012,TDF,R1,1F,0.08,
8/8/2012,TDF,R1,3F,0.07,
8/8/2012,TDF,R1,10F,0.06,
8/8/2012,TSF,R1,,0.03,
8/8/2012,TSF,R1,1F,0.03,
8/8/2012,TSF,R1,3F,0.03,
8/8/2012,TDF,R2,,0.07,
8/8/2012,TDF,R2,1F,0.03,
8/8/2012,TDF,R2,3F,0.05,
8/8/2012,TDF,R2,10F,0.04,
8/8/2012,TCF,R2,,0.05,
8/8/2012,TCF,R2,1F,0.08,
8/8/2012,TCF,R2,3F,0.04,
8/8/2012,TSF,R3,,0.04,
8/8/2012,TSF,R3,1F,0.05,
8/8/2012,TSF,R3,3F,0.04,
8/8/2012,TSF,R2,,0.07,
8/8/2012,TSF,R2,1F,0.03,
8/8/2012,TSF,R2,3F,0.04,
8/8/2012,TDF,R3,,0.04,
8/23/2012,TSF,R1,,0.07,
8/23/2012,TSF,R1,1F,0.06,
8/23/2012,TSF,R1,3F,0.05,
8/23/2012,TDF,R2,,0.08,
8/23/2012,TDF,R2,1F,0.06,
8/23/2012,TDF,R2,3F,0.07,
8/23/2012,TDF,R2,10F,0.05,
8/23/2012,TCF,R2,,0.08,
8/23/2012,TCF,R2,1F,0.13,
8/23/2012,TCF,R2,3F,0.12,
8/23/2012,TSF,R3,,0.08,
8/23/2012,TSF,R3,1F,0.08,
8/23/2012,TSF,R3,3F,0.07,
8/23/2012,TSF,R2,,0.11,
8/23/2012,TSF,R2,1F,0.07,
8/23/2012,TSF,R2,3F,0.06,
8/23/2012,TDF,R3,,0.06,
8/23/2012,TDF,R3,1F,0.06,
8/23/2012,TDF,R3,3F,0.06,
8/23/2012,TDF,R3,10F,0.05,
8/23/2012,TCF,R3,,0.08,
8/23/2012,TCF,R3,1F,0.08,
8/23/2012,TCF,R3,3F,0.09,
9/13/2012,T7,R1,F,0.06,
9/13/2012,T7,R2,F,0.07,
9/13/2012,T7,R3,F,0.06,
9/13/2012,T7,R4,F,0.05,
9/13/2012,TCF,R1,,0.05,
9/13/2012,TCF,R1,1F,0.04,
9/13/2012,TCF,R1,3F,0.07,
9/13/2012,TDF,R1,,0.06,
9/13/2012,TDF,R1,1F,0.08,
9/13/2012,TDF,R1,3F,0.06,
9/13/2012,TDF,R1,10F,0.06,
9/13/2012,TSF,R1,,0.04,
9/13/2012,TSF,R1,1F,0.04,
9/13/2012,TSF,R1,3F,0.03,
9/13/2012,TDF,R2,,0.05,
9/13/2012,TDF,R2,1F,0.04,
9/13/2012,TDF,R2,3F,0.05,
9/13/2012,TDF,R2,10F,0.04,
9/13/2012,TCF,R2,,0.07,
9/13/2012,TCF,R2,1F,0.09,
9/13/2012,TCF,R2,3F,0.08,
9/13/2012,TSF,R3,,0.05,
9/13/2012,TSF,R3,1F,0.06,
9/13/2012,TSF,R3,3F,0.05,
9/13/2012,TSF,R2,,0.07,
9/13/2012,TSF,R2,1F,0.04,
9/13/2012,TSF,R2,3F,0.05,
9/13/2012,TDF,R3,,0.06,
9/13/2012,TDF,R3,1F,0.05,
9/13/2012,TDF,R3,3F,0.05,
9/13/2012,TDF,R3,10F,0.04,
9/13/2012,TCF,R3,,0.07,
9/13/2012,TCF,R3,1F,0.08,
9/13/2012,TCF,R3,3F,0.1,
9/27/2012,T7,R1,F,0.13,
9/27/2012,T7,R2,F,0.13,
9/27/2012,T7,R3,F,0.12,
9/27/2012,T7,R4,F,0.13,
9/27/2012,TCF,R1,,0.07,
9/27/2012,TCF,R1,1F,0.04,
9/27/2012,TCF,R1,3F,0.08,
9/27/2012,TDF,R1,,0.11,
9/27/2012,TDF,R1,1F,0.09,
9/27/2012,TDF,R1,3F,0.08,
9/27/2012,TDF,R1,10F,0.13,
9/27/2012,TSF,R1,,0.08,
9/27/2012,TSF,R1,1F,0.09,
9/27/2012,TSF,R1,3F,0.07,
9/27/2012,TDF,R2,,0.07,
9/27/2012,TDF,R2,1F,0.06,
9/27/2012,TDF,R2,3F,0.05,
9/27/2012,TDF,R2,10F,0.08,
9/27/2012,TCF,R2,,0.1,
9/27/2012,TCF,R2,1F,0.1,
9/27/2012,TCF,R2,3F,0.15,
9/27/2012,TSF,R3,,0.08,
9/27/2012,TSF,R3,1F,0.07,
9/27/2012,TSF,R3,3F,0.09,
9/27/2012,TSF,R2,,0.11,
9/27/2012,TSF,R2,1F,0.07,
9/27/2012,TSF,R2,3F,0.09,
9/27/2012,TDF,R3,,0.05,
9/27/2012,TDF,R3,1F,0.06,
9/27/2012,TDF,R3,3F,0.05,
9/27/2012,TDF,R3,10F,0.05,
9/27/2012,TCF,R3,,0.09,
9/27/2012,TCF,R3,1F,0.09,
9/27/2012,TCF,R3,3F,0.1,
10/18/2012,T7,R1,F,0.21,
10/18/2012,T7,R2,F,0.24,
10/18/2012,T7,R3,F,0.2,
10/18/2012,T7,R4,F,0.2,
10/18/2012,TCF,R1,,0.14,
10/18/2012,TCF,R1,1F,0.15,
10/18/2012,TCF,R1,3F,0.15,
10/18/2012,TDF,R1,,0.19,
10/18/2012,TDF,R1,1F,0.18,
10/18/2012,TDF,R1,3F,0.21,
10/18/2012,TDF,R1,10F,0.2,
10/18/2012,TSF,R1,,0.11,
10/18/2012,TSF,R1,1F,0.11,
10/18/2012,TSF,R1,3F,0.1,
10/18/2012,TDF,R2,,0.18,
10/18/2012,TDF,R2,1F,0.14,
10/18/2012,TDF,R2,3F,0.11,
10/18/2012,TDF,R2,10F,0.15,
10/18/2012,TCF,R2,,0.19,
10/18/2012,TCF,R2,1F,0.12,
10/18/2012,TCF,R2,3F,0.13,
10/18/2012,TSF,R3,,0.15,
10/18/2012,TSF,R3,1F,0.14,
10/18/2012,TSF,R3,3F,0.15,
10/18/2012,TSF,R2,,0.14,
10/18/2012,TSF,R2,1F,0.17,
10/18/2012,TSF,R2,3F,0.17,
10/18/2012,TDF,R3,,0.16,
10/18/2012,TDF,R3,1F,0.16,
10/18/2012,TDF,R3,3F,0.15,
10/18/2012,TDF,R3,10F,0.13,
10/18/2012,TCF,R3,,0.17,
10/18/2012,TCF,R3,1F,0.15,
10/18/2012,TCF,R3,3F,0.18,
11/14/2012,T7,R1,F,0.21,
11/14/2012,T7,R2,F,0.21,
11/14/2012,T7,R3,F,0.21,
11/14/2012,T7,R4,F,0.2,
11/14/2012,TCF,R1,,0.15,
11/14/2012,TCF,R1,1F,0.09,
11/14/2012,TCF,R1,3F,0.18,
11/14/2012,TDF,R1,,0.19,
11/14/2012,TDF,R1,1F,0.24,
11/14/2012,TDF,R1,3F,0.23,
11/14/2012,TDF,R1,10F,0.18,
11/14/2012,TSF,R1,,0.18,
11/14/2012,TSF,R1,1F,0.15,
11/14/2012,TSF,R1,3F,0.14,
11/14/2012,TDF,R2,,0.2,
11/14/2012,TDF,R2,1F,0.14,
11/14/2012,TDF,R2,3F,0.14,
11/14/2012,TDF,R2,10F,0.11,
11/14/2012,TCF,R2,,0.13,
11/14/2012,TCF,R2,1F,0.12,
11/14/2012,TCF,R2,3F,0.12,
11/14/2012,TSF,R3,,0.13,
11/14/2012,TSF,R3,1F,0.15,
11/14/2012,TSF,R3,3F,0.12,
11/14/2012,TSF,R2,,0.16,
11/14/2012,TSF,R2,1F,0.18,
11/14/2012,TSF,R2,3F,0.14,
11/14/2012,TDF,R3,,0.19,
11/14/2012,TDF,R3,1F,0.15,
11/14/2012,TDF,R3,3F,0.17,
11/14/2012,TDF,R3,10F,0.15,
11/14/2012,TCF,R3,,0.17,
11/14/2012,TCF,R3,1F,0.18,
11/14/2012,TCF,R3,3F,0.2,
12/18/2012,TDF,R1,,0.26,
12/18/2012,TDF,R1,1F,0.22,
12/18/2012,TDF,R1,3F,0.2,
12/18/2012,TDF,R1,10F,0.21,
12/18/2012,TDF,R2,,0.21,
12/18/2012,TDF,R2,1F,0.13,
12/18/2012,TDF,R2,3F,0.14,
12/18/2012,TDF,R2,10F,0.12,
12/18/2012,TDF,R3,,0.14,
12/18/2012,TDF,R3,1F,0.14,
12/18/2012,TDF,R3,3F,0.13,
12/18/2012,TDF,R3,10F,0.15,
3/30/2011,T7,R1,F,0.22,
3/30/2011,T7,R2,F,0.22,
3/30/2011,T7,R3,F,0.21,
3/30/2011,T7,R4,F,0.19,
3/30/2011,TCF,R1,,0.12,
3/30/2011,TCF,R1,1F,0.11,
3/30/2011,TCF,R1,3F,0.15,
3/30/2011,TDF,R1,,0.28,
3/30/2011,TDF,R1,1F,0.2,
3/30/2011,TDF,R1,3F,0.2,
3/30/2011,TDF,R1,10F,0.24,
3/30/2011,TSF,R1,,0.14,
3/30/2011,TSF,R1,1F,0.13,
3/30/2011,TSF,R1,3F,0.14,
3/30/2011,TDF,R2,,0.19,
3/30/2011,TDF,R2,1F,0.14,
3/30/2011,TDF,R2,3F,0.14,
3/30/2011,TDF,R2,10F,0.13,
3/30/2011,TCF,R2,,0.18,
3/30/2011,TCF,R2,1F,0.14,
3/30/2011,TCF,R2,3F,0.14,
3/30/2011,TSF,R3,,0.12,
3/30/2011,TSF,R3,1F,0.16,
3/30/2011,TSF,R3,3F,0.12,
3/30/2011,TSF,R2,,0.18,
3/30/2011,TSF,R2,1F,0.19,
3/30/2011,TSF,R2,3F,0.16,
3/30/2011,TDF,R3,,0.19,
3/30/2011,TDF,R3,1F,0.17,
3/30/2011,TDF,R3,3F,0.17,
3/30/2011,TDF,R3,10F,0.16,
3/30/2011,TCF,R3,,0.21,
3/30/2011,TCF,R3,1F,0.2,
3/30/2011,TCF,R3,3F,0.21,
4/14/2011,T7,R1,F,0.21,
4/14/2011,T7,R2,F,0.22,
4/14/2011,T7,R3,F,0.22,
4/14/2011,T7,R4,F,0.19,
4/14/2011,TCF,R1,,0.14,
4/14/2011,TCF,R1,1F,0.1,
4/14/2011,TCF,R1,3F,0.12,
4/14/2011,TDF,R1,,0.23,
4/14/2011,TDF,R1,1F,0.24,
4/14/2011,TDF,R1,3F,0.17,
4/14/2011,TDF,R1,10F,0.18,
4/14/2011,TSF,R1,,0.17,
4/14/2011,TSF,R1,1F,0.14,
4/14/2011,TSF,R1,3F,0.13,
4/14/2011,TDF,R2,,0.18,
4/14/2011,TDF,R2,1F,0.15,
4/14/2011,TDF,R2,3F,0.15,
4/14/2011,TDF,R2,10F,0.11,
4/14/2011,TCF,R2,,0.16,
4/14/2011,TCF,R2,1F,0.13,
4/14/2011,TCF,R2,3F,0.15,
4/14/2011,TSF,R3,,0.13,
4/14/2011,TSF,R3,1F,0.18,
4/14/2011,TSF,R3,3F,0.13,
4/14/2011,TSF,R2,,0.17,
4/14/2011,TSF,R2,1F,0.19,
4/14/2011,TSF,R2,3F,0.18,
4/14/2011,TDF,R3,,0.14,
4/14/2011,TDF,R3,1F,0.19,
4/14/2011,TDF,R3,3F,0.2,
4/14/2011,TDF,R3,10F,0.18,
4/14/2011,TCF,R3,,0.2,
4/14/2011,TCF,R3,1F,0.21,
4/14/2011,TCF,R3,3F,0.19,
4/28/2011,T7,R1,F,0.23,
4/28/2011,T7,R2,F,0.27,
4/28/2011,T7,R3,F,0.26,
4/28/2011,T7,R4,F,0.23,
4/28/2011,TCF,R1,,0.18,
4/28/2011,TCF,R1,1F,0.18,
4/28/2011,TCF,R1,3F,0.23,
4/28/2011,TDF,R1,,0.28,
4/28/2011,TDF,R1,1F,0.26,
4/28/2011,TDF,R1,3F,0.25,
4/28/2011,TDF,R1,10F,0.22,
4/28/2011,TSF,R1,,0.21,
4/28/2011,TSF,R1,1F,0.19,
4/28/2011,TSF,R1,3F,0.18,
4/28/2011,TDF,R2,,0.23,
4/28/2011,TDF,R2,1F,0.17,
4/28/2011,TDF,R2,3F,0.19,
4/28/2011,TDF,R2,10F,0.15,
4/28/2011,TCF,R2,,0.21,
4/28/2011,TCF,R2,1F,0.17,
4/28/2011,TCF,R2,3F,0.18,
4/28/2011,TSF,R3,,0.15,
4/28/2011,TSF,R3,1F,0.19,
4/28/2011,TSF,R3,3F,0.17,
4/28/2011,TSF,R2,,0.2,
4/28/2011,TSF,R2,1F,0.18,
4/28/2011,TSF,R2,3F,0.22,
4/28/2011,TDF,R3,,0.24,
4/28/2011,TDF,R3,1F,0.23,
4/28/2011,TDF,R3,3F,0.2,
4/28/2011,TDF,R3,10F,0.21,
4/28/2011,TCF,R3,,0.22,
4/28/2011,TCF,R3,1F,0.23,
4/28/2011,TCF,R3,3F,0.24,
5/13/2011,T7,R1,F,0.16,
5/13/2011,T7,R2,F,0.16,
5/13/2011,T7,R3,F,0.17,
5/13/2011,T7,R4,F,0.15,
5/13/2011,TCF,R1,,0.14,
5/13/2011,TCF,R1,1F,0.12,
5/13/2011,TCF,R1,3F,0.11,
5/13/2011,TDF,R1,,0.22,
5/13/2011,TDF,R1,1F,0.25,
5/13/2011,TDF,R1,3F,0.18,
5/13/2011,TDF,R1,10F,0.2,
5/13/2011,TSF,R1,,0.11,
5/13/2011,TSF,R1,1F,0.08,
5/13/2011,TSF,R1,3F,0.12,
5/13/2011,TDF,R2,,0.16,
5/13/2011,TDF,R2,1F,0.13,
5/13/2011,TDF,R2,3F,0.16,
5/13/2011,TDF,R2,10F,0.1,
5/13/2011,TCF,R2,,0.12,
5/13/2011,TCF,R2,1F,0.15,
5/13/2011,TCF,R2,3F,0.15,
5/13/2011,TSF,R3,,0.11,
5/13/2011,TSF,R3,1F,0.14,
5/13/2011,TSF,R3,3F,0.12,
5/13/2011,TSF,R2,,0.16,
5/13/2011,TSF,R2,1F,0.17,
5/13/2011,TSF,R2,3F,0.16,
5/13/2011,TDF,R3,,0.13,
5/13/2011,TDF,R3,1F,0.17,
5/13/2011,TDF,R3,3F,0.16,
5/13/2011,TDF,R3,10F,0.18,
5/13/2011,TCF,R3,,0.17,
5/13/2011,TCF,R3,1F,0.18,
5/13/2011,TCF,R3,3F,0.19,
6/1/2011,T7,R1,F,0.19,
6/1/2011,T7,R2,F,0.22,
6/1/2011,T7,R3,F,0.21,
6/1/2011,T7,R4,F,0.2,
6/1/2011,TCF,R1,,0.17,
6/1/2011,TCF,R1,1F,0.1,
6/1/2011,TCF,R1,3F,0.17,
6/1/2011,TDF,R1,,0.3,
6/1/2011,TDF,R1,1F,0.23,
6/1/2011,TDF,R1,3F,0.2,
6/1/2011,TDF,R1,10F,0.16,
6/1/2011,TSF,R1,,0.14,
6/1/2011,TSF,R1,1F,0.13,
6/1/2011,TSF,R1,3F,0.13,
6/1/2011,TDF,R2,,0.22,
6/1/2011,TDF,R2,1F,0.13,
6/1/2011,TDF,R2,3F,0.18,
6/1/2011,TDF,R2,10F,0.13,
6/1/2011,TCF,R2,,0.17,
6/1/2011,TCF,R2,1F,0.15,
6/1/2011,TCF,R2,3F,0.18,
6/1/2011,TSF,R3,,0.14,
6/1/2011,TSF,R3,1F,0.16,
6/1/2011,TSF,R3,3F,0.14,
6/1/2011,TSF,R2,,0.17,
6/1/2011,TSF,R2,1F,0.18,
6/1/2011,TSF,R2,3F,0.17,
6/1/2011,TDF,R3,,0.19,
6/1/2011,TDF,R3,1F,0.17,
6/1/2011,TDF,R3,3F,0.17,
6/1/2011,TDF,R3,10F,0.18,
6/1/2011,TCF,R3,,0.2,
6/1/2011,TCF,R3,1F,0.21,
6/1/2011,TCF,R3,3F,0.21,
6/16/2011,T7,R1,F,0.14,
6/16/2011,T7,R2,F,0.16,
6/16/2011,T7,R3,F,0.16,
6/16/2011,T7,R4,F,0.1,
6/16/2011,TCF,R1,,0.13,
6/16/2011,TCF,R1,1F,0.1,
6/16/2011,TCF,R1,3F,0.12,
6/16/2011,TDF,R1,,0.18,
6/16/2011,TDF,R1,1F,0.21,
6/16/2011,TDF,R1,3F,0.19,
6/16/2011,TDF,R1,10F,0.2,
6/16/2011,TSF,R1,,0.11,
6/16/2011,TSF,R1,1F,0.12,
6/16/2011,TSF,R1,3F,0.09,
6/16/2011,TDF,R2,,0.2,
6/16/2011,TDF,R2,1F,0.14,
6/16/2011,TDF,R2,3F,0.18,
6/16/2011,TDF,R2,10F,0.14,
6/16/2011,TCF,R2,,0.12,
6/16/2011,TCF,R2,1F,0.14,
6/16/2011,TCF,R2,3F,0.14,
6/16/2011,TSF,R3,,0.13,
6/16/2011,TSF,R3,1F,0.2,
6/16/2011,TSF,R3,3F,0.11,
6/16/2011,TSF,R2,,0.17,
6/16/2011,TSF,R2,1F,0.15,
6/16/2011,TSF,R2,3F,0.15,
6/16/2011,TDF,R3,,0.18,
6/16/2011,TDF,R3,1F,0.18,
6/16/2011,TDF,R3,3F,0.16,
6/16/2011,TDF,R3,10F,0.19,
6/16/2011,TCF,R3,,0.2,
6/16/2011,TCF,R3,1F,0.21,
6/16/2011,TCF,R3,3F,0.19,
6/29/2011,T7,R1,F,0.11,
6/29/2011,T7,R2,F,0.1,
6/29/2011,T7,R3,F,0.12,
6/29/2011,T7,R4,F,0.1,
