# Soil Moisture - with Trace Gas Sampling,,,,,
#,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/157,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/157.csv,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,,
#,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,
#,,,,,
#     VARIATE TABLE,,,,,
"# date		sample date",,,,,
"# treatment		LTER treatment",,,,,
"# replicate		LTER replicate",,,,,
"# sub_plot		additional experimental treatment such as fertilization",,,,,
"# moisture	gramsPerGram	measured soil moisture as a fraction (dry weight basis)",,,,,
"# comments		comments about the observation",,,,,
#,,,,,
#,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,
#2012-10-2 Sven Bohm. Discovered that the wet and dry weights were not corrected by the tin weight in the lab. I uploaded the tin weights to the tins table and corrected the moistures in the view. The lack correction caused a slight under estimation of the soil moisture in this dataset.,,,,,
#2021-12-14 Sven Bohm. Added T and R prefixes to treatment and replicate.,,,,,
#,,,,,
#,,,,gramsPerGram,
date,treatment,replicate,sub_plot,moisture,comments
6/30/2009,T7,R4,,0.11,
6/30/2009,T8,R1,,0.16,
6/30/2009,T8,R2,,0.17,
6/30/2009,T8,R3,,0.19,
6/30/2009,T8,R4,,0.16,
7/16/2009,T1,R1,,0.1,
7/16/2009,T1,R2,,0.13,
7/16/2009,T1,R3,,0.05,
7/16/2009,T1,R4,,0.08,
7/16/2009,T2,R1,,0.08,
7/16/2009,T2,R2,,0.06,
7/16/2009,T2,R3,,0.08,
7/16/2009,T2,R4,,0.11,
7/16/2009,T3,R1,,0.12,
7/16/2009,T3,R2,,0.09,
7/16/2009,T3,R3,,0.1,
7/16/2009,T3,R4,,0.09,
7/16/2009,T4,R1,,0.12,
7/16/2009,T4,R2,,0.14,
7/16/2009,T4,R3,,0.13,
7/16/2009,T4,R4,,0.12,
7/16/2009,T5,R1,,0.14,
7/16/2009,T5,R2,,0.12,
7/16/2009,T5,R3,,0.12,
7/16/2009,T5,R4,,0.11,
7/16/2009,T6,R1,,0.13,
7/16/2009,T6,R2,,0.12,
7/16/2009,T6,R3,,0.16,
7/16/2009,T6,R4,,0.12,
7/16/2009,T7,R1,,0.07,
7/16/2009,T7,R2,,0.09,
7/16/2009,T7,R3,,0.06,
7/16/2009,T7,R4,,0.07,
7/16/2009,T8,R1,,0.13,
7/16/2009,T8,R2,,0.13,
7/16/2009,T8,R3,,0.16,
7/16/2009,T8,R4,,0.11,
7/30/2009,T1,R1,,0.05,
7/30/2009,T1,R2,,0.08,
7/30/2009,T1,R3,,0.04,
7/30/2009,T1,R4,,0.05,
7/30/2009,T2,R1,,0.05,
7/30/2009,T2,R2,,0.04,
7/30/2009,T2,R3,,0.05,
7/30/2009,T2,R4,,0.09,
7/30/2009,T3,R1,,0.08,
7/30/2009,T3,R2,,0.05,
7/30/2009,T3,R3,,0.06,
7/30/2009,T3,R4,,0.07,
7/30/2009,T4,R1,,0.07,
7/30/2009,T4,R2,,0.12,
7/30/2009,T4,R3,,0.1,
7/30/2009,T4,R4,,0.06,
7/30/2009,T5,R1,,0.11,
7/30/2009,T5,R2,,0.09,
7/30/2009,T5,R3,,0.1,
7/30/2009,T5,R4,,0.11,
7/30/2009,T6,R1,,0.1,
7/30/2009,T6,R2,,0.09,
7/30/2009,T6,R3,,0.13,
7/30/2009,T6,R4,,0.11,
7/30/2009,T7,R1,,0.04,
7/30/2009,T7,R2,,0.08,
7/30/2009,T7,R3,,0.04,
7/30/2009,T7,R4,,0.05,
7/30/2009,T8,R1,,0.07,
7/30/2009,T8,R2,,0.08,
4/10/2009,T1,R1,,0.16,
4/10/2009,T1,R2,,0.21,
4/10/2009,T1,R3,,0.15,
4/10/2009,T1,R4,,0.18,
4/10/2009,T2,R1,,0.16,
4/10/2009,T2,R2,,0.15,
4/10/2009,T2,R3,,0.17,
4/10/2009,T2,R4,,0.19,
4/10/2009,T3,R1,,0.19,
4/10/2009,T3,R2,,0.18,
4/10/2009,T3,R3,,0.17,
4/10/2009,T3,R4,,0.16,
4/10/2009,T4,R1,,0.17,
4/10/2009,T4,R2,,0.19,
4/10/2009,T4,R3,,0.19,
4/10/2009,T4,R4,,0.18,
4/10/2009,T5,R1,,0.2,
4/10/2009,T5,R2,,0.18,
4/10/2009,T5,R3,,0.19,
4/10/2009,T5,R4,,0.18,
4/10/2009,T6,R1,,0.2,
4/10/2009,T6,R2,,0.18,
4/10/2009,T6,R3,,0.22,
4/10/2009,T6,R4,,0.18,
4/10/2009,T7,R1,,0.2,
4/10/2009,T7,R2,,0.23,
4/10/2009,T7,R3,,0.19,
4/10/2009,T7,R4,,0.17,
4/10/2009,T8,R1,,0.25,
4/10/2009,T8,R2,,0.24,
4/10/2009,T8,R3,,0.29,
4/10/2009,T8,R4,,0.26,
5/8/2009,T1,R1,,0.3,
5/8/2009,T1,R2,,0.39,
5/8/2009,T1,R3,,0.35,
5/8/2009,T1,R4,,0.34,
5/8/2009,T2,R1,,0.32,
5/8/2009,T2,R2,,0.36,
5/8/2009,T2,R3,,0.4,
5/8/2009,T2,R4,,0.48,
5/8/2009,T3,R1,,0.39,
5/8/2009,T3,R2,,0.41,
5/8/2009,T3,R3,,0.36,
5/8/2009,T3,R4,,0.42,
5/8/2009,T4,R1,,0.3,
5/8/2009,T4,R2,,0.35,
5/8/2009,T4,R3,,0.41,
5/8/2009,T4,R4,,0.38,
5/8/2009,T5,R1,,0.4,
5/8/2009,T5,R2,,0.45,
5/8/2009,T5,R3,,0.31,
5/8/2009,T5,R4,,0.4,
5/8/2009,T6,R1,,0.4,
5/8/2009,T6,R2,,0.35,
5/8/2009,T6,R3,,0.42,
5/8/2009,T6,R4,,0.37,
5/8/2009,T7,R1,,0.44,
5/8/2009,T7,R2,,0.4,
5/8/2009,T7,R3,,0.41,
5/8/2009,T7,R4,,0.31,
5/8/2009,T8,R2,,0.5,
5/8/2009,T8,R3,,0.5,
5/8/2009,T8,R4,,0.44,
5/21/2009,T1,R1,,0.1,
5/21/2009,T1,R2,,0.16,
5/21/2009,T1,R3,,0.11,
5/21/2009,T1,R4,,0.14,
5/21/2009,T2,R1,,0.13,
5/21/2009,T2,R2,,0.12,
5/21/2009,T2,R3,,0.15,
5/21/2009,T2,R4,,0.18,
5/21/2009,T3,R1,,0.15,
5/21/2009,T3,R2,,0.13,
5/21/2009,T3,R3,,0.14,
5/21/2009,T3,R4,,0.14,
5/21/2009,T4,R1,,0.13,
5/21/2009,T4,R2,,0.15,
5/21/2009,T4,R3,,0.17,
5/21/2009,T4,R4,,0.15,
5/21/2009,T5,R1,,0.16,
5/21/2009,T5,R2,,0.16,
5/21/2009,T5,R3,,0.14,
5/21/2009,T5,R4,,0.15,
5/21/2009,T6,R1,,0.16,
7/30/2009,T8,R3,,0.08,
7/30/2009,T8,R4,,0.06,
8/21/2009,T1,R1,,0.11,
8/21/2009,T1,R2,,0.18,
8/21/2009,T1,R3,,0.11,
8/21/2009,T1,R4,,0.15,
8/21/2009,T2,R1,,0.13,
8/21/2009,T2,R2,,0.14,
8/21/2009,T2,R3,,0.15,
8/21/2009,T2,R4,,0.17,
8/21/2009,T3,R1,,0.16,
8/21/2009,T3,R2,,0.13,
8/21/2009,T3,R3,,0.15,
8/21/2009,T3,R4,,0.15,
8/21/2009,T4,R1,,0.14,
8/21/2009,T4,R2,,0.16,
8/21/2009,T4,R3,,0.2,
8/21/2009,T4,R4,,0.19,
8/21/2009,T5,R1,,0.18,
8/21/2009,T5,R2,,0.17,
8/21/2009,T5,R3,,0.15,
8/21/2009,T5,R4,,0.16,
8/21/2009,T6,R1,,0.15,
8/21/2009,T6,R2,,0.16,
8/21/2009,T6,R3,,0.2,
8/21/2009,T6,R4,,0.16,
8/21/2009,T7,R1,,0.18,
8/21/2009,T7,R2,,0.18,
8/21/2009,T7,R3,,0.17,
8/21/2009,T7,R4,,0.17,
8/21/2009,T8,R1,,0.18,
8/21/2009,T8,R2,,0.22,
8/21/2009,T8,R3,,0.23,
8/21/2009,T8,R4,,0.21,
9/2/2009,T1,R1,,0.15,
9/2/2009,T1,R2,,0.19,
9/2/2009,T1,R3,,0.11,
9/2/2009,T1,R4,,0.15,
9/2/2009,T2,R1,,0.15,
9/2/2009,T2,R2,,0.12,
9/2/2009,T2,R3,,0.15,
9/2/2009,T2,R4,,0.2,
9/2/2009,T3,R1,,0.17,
9/2/2009,T3,R2,,0.15,
9/2/2009,T3,R3,,0.14,
9/2/2009,T3,R4,,0.15,
9/2/2009,T4,R1,,0.16,
9/2/2009,T4,R2,,0.19,
9/2/2009,T4,R3,,0.19,
9/2/2009,T4,R4,,0.19,
9/2/2009,T5,R1,,0.19,
9/2/2009,T5,R2,,0.16,
9/2/2009,T5,R3,,0.14,
9/2/2009,T5,R4,,0.14,
9/2/2009,T6,R1,,0.18,
9/2/2009,T6,R2,,0.17,
9/2/2009,T6,R3,,0.23,
9/2/2009,T6,R4,,0.16,
9/2/2009,T7,R1,,0.22,
9/2/2009,T7,R2,,0.2,
9/2/2009,T7,R3,,0.17,
9/2/2009,T7,R4,,0.17,
9/2/2009,T8,R1,,0.24,
9/2/2009,T8,R2,,0.24,
9/2/2009,T8,R3,,0.26,
9/2/2009,T8,R4,,0.23,
9/16/2009,T1,R1,,0.1,
9/16/2009,T1,R2,,0.15,
9/16/2009,T1,R3,,0.07,
9/16/2009,T1,R4,,0.11,
9/16/2009,T2,R1,,0.09,
9/16/2009,T2,R2,,0.06,
9/16/2009,T2,R3,,0.11,
9/16/2009,T2,R4,,0.13,
9/16/2009,T3,R1,,0.13,
9/16/2009,T3,R2,,0.1,
9/16/2009,T3,R3,,0.09,
9/16/2009,T3,R4,,0.1,
9/16/2009,T4,R1,,0.1,
9/16/2009,T4,R2,,0.12,
9/16/2009,T4,R3,,0.13,
9/16/2009,T4,R4,,0.12,
9/16/2009,T5,R1,,0.16,
9/16/2009,T5,R2,,0.13,
9/16/2009,T5,R3,,0.14,
9/16/2009,T5,R4,,0.12,
9/16/2009,T6,R1,,0.14,
9/16/2009,T6,R2,,0.13,
9/16/2009,T6,R3,,0.16,
9/16/2009,T6,R4,,0.11,
9/16/2009,T7,R1,,0.1,
9/16/2009,T7,R2,,0.1,
9/16/2009,T7,R3,,0.1,
9/16/2009,T7,R4,,0.13,
9/16/2009,T8,R1,,0.17,
9/16/2009,T8,R2,,0.15,
9/16/2009,T8,R3,,0.19,
9/16/2009,T8,R4,,0.17,
10/7/2009,T1,R1,,0.18,
10/7/2009,T1,R2,,0.22,
10/7/2009,T1,R3,,0.15,
10/7/2009,T1,R4,,0.18,
10/7/2009,T2,R1,,0.17,
10/7/2009,T2,R2,,0.14,
10/7/2009,T2,R3,,0.16,
10/7/2009,T2,R4,,0.2,
10/7/2009,T3,R1,,0.19,
10/7/2009,T3,R2,,0.18,
10/7/2009,T3,R3,,0.17,
10/7/2009,T3,R4,,0.17,
10/7/2009,T4,R1,,0.18,
10/7/2009,T4,R2,,0.23,
10/7/2009,T4,R3,,0.21,
10/7/2009,T4,R4,,0.2,
10/7/2009,T5,R1,,0.21,
10/7/2009,T5,R2,,0.17,
10/7/2009,T5,R3,,0.16,
10/7/2009,T5,R4,,0.16,
10/7/2009,T6,R1,,0.2,
10/7/2009,T6,R2,,0.19,
10/7/2009,T6,R3,,0.22,
10/7/2009,T6,R4,,0.19,
10/7/2009,T7,R1,,0.18,
10/7/2009,T7,R2,,0.22,
10/7/2009,T7,R3,,0.18,
10/7/2009,T7,R4,,0.22,
10/7/2009,T8,R1,,0.24,
10/7/2009,T8,R2,,0.26,
10/7/2009,T8,R3,,0.27,
10/7/2009,T8,R4,,0.26,
11/11/2009,T1,R1,,0.15,
11/11/2009,T1,R2,,0.19,
11/11/2009,T1,R3,,0.13,
11/11/2009,T1,R4,,0.17,
11/11/2009,T2,R1,,0.17,
11/11/2009,T2,R2,,0.14,
11/11/2009,T2,R3,,0.15,
11/11/2009,T2,R4,,0.19,
11/11/2009,T3,R1,,0.18,
11/11/2009,T3,R2,,0.17,
11/11/2009,T3,R3,,0.17,
11/11/2009,T3,R4,,0.15,
11/11/2009,T4,R1,,0.17,
11/11/2009,T4,R2,,0.2,
11/11/2009,T4,R3,,0.2,
11/11/2009,T4,R4,,0.18,
11/11/2009,T5,R1,,0.2,
11/11/2009,T5,R2,,0.16,
11/11/2009,T5,R3,,0.15,
11/11/2009,T5,R4,,0.16,
11/11/2009,T6,R1,,0.2,
11/11/2009,T6,R2,,0.18,
11/11/2009,T6,R3,,0.22,
11/11/2009,T6,R4,,0.17,
11/11/2009,T7,R1,,0.19,
11/11/2009,T7,R2,,0.23,
11/11/2009,T7,R3,,0.19,
11/11/2009,T7,R4,,0.18,
11/11/2009,T8,R1,,0.22,
11/11/2009,T8,R2,,0.26,
11/11/2009,T8,R3,,0.26,
11/11/2009,T8,R4,,0.29,
4/2/2010,T1,R1,,0.12,
4/2/2010,T1,R2,,0.16,
4/2/2010,T1,R3,,0.1,
4/2/2010,T1,R4,,0.13,
4/2/2010,T2,R1,,0.13,
4/2/2010,T2,R2,,0.12,
4/2/2010,T2,R3,,0.13,
4/2/2010,T2,R4,,0.17,
4/2/2010,T3,R1,,0.16,
4/2/2010,T3,R2,,0.14,
4/2/2010,T3,R3,,0.12,
4/2/2010,T3,R4,,0.13,
4/2/2010,T4,R1,,0.14,
4/2/2010,T4,R2,,0.16,
4/2/2010,T4,R3,,0.16,
4/2/2010,T4,R4,,0.14,
4/2/2010,T5,R1,,0.17,
4/2/2010,T5,R2,,0.15,
4/2/2010,T5,R3,,0.13,
4/2/2010,T5,R4,,0.13,
4/2/2010,T6,R1,,0.17,
4/2/2010,T6,R2,,0.16,
4/2/2010,T6,R3,,0.17,
4/2/2010,T6,R4,,0.14,
4/2/2010,T7,R1,,0.19,
4/2/2010,T7,R2,,0.2,
4/2/2010,T7,R3,,0.18,
4/2/2010,T7,R4,,0.15,
4/2/2010,T8,R1,,0.23,
4/2/2010,T8,R2,,0.24,
4/2/2010,T8,R3,,0.26,
4/2/2010,T8,R4,,0.22,
4/16/2010,T1,R1,,0.12,
4/16/2010,T1,R2,,0.18,
4/16/2010,T1,R3,,0.11,
4/16/2010,T1,R4,,0.14,
4/16/2010,T2,R1,,0.13,
4/16/2010,T2,R2,,0.12,
4/16/2010,T2,R3,,0.13,
4/16/2010,T2,R4,,0.15,
4/16/2010,T3,R1,,0.14,
4/16/2010,T3,R2,,0.13,
4/16/2010,T3,R3,,0.13,
4/16/2010,T3,R4,,0.13,
4/16/2010,T4,R1,,0.13,
4/16/2010,T4,R2,,0.16,
4/16/2010,T4,R3,,0.16,
4/16/2010,T4,R4,,0.16,
4/16/2010,T5,R1,,0.17,
4/16/2010,T5,R2,,0.15,
4/16/2010,T5,R3,,0.14,
4/16/2010,T5,R4,,0.13,
4/16/2010,T6,R1,,0.18,
4/16/2010,T6,R2,,0.15,
4/16/2010,T6,R3,,0.18,
4/16/2010,T6,R4,,0.15,
4/16/2010,T7,R1,,0.19,
4/16/2010,T7,R2,,0.19,
4/16/2010,T7,R3,,0.19,
4/16/2010,T7,R4,,0.12,
4/16/2010,T8,R1,,0.2,
4/16/2010,T8,R2,,0.24,
4/16/2010,T8,R3,,0.24,
4/16/2010,T8,R4,,0.22,
4/30/2010,T1,R1,,0.13,
4/30/2010,T1,R2,,0.17,
4/30/2010,T1,R3,,0.1,
4/30/2010,T1,R4,,0.14,
4/30/2010,T2,R1,,0.14,
4/30/2010,T2,R2,,0.12,
4/30/2010,T2,R3,,0.13,
4/30/2010,T2,R4,,0.16,
4/30/2010,T3,R1,,0.14,
4/30/2010,T3,R2,,0.13,
4/30/2010,T3,R3,,0.12,
4/30/2010,T3,R4,,0.13,
4/30/2010,T4,R1,,0.13,
4/30/2010,T4,R2,,0.15,
4/30/2010,T4,R3,,0.16,
4/30/2010,T4,R4,,0.15,
4/30/2010,T5,R1,,0.14,
4/30/2010,T5,R2,,0.15,
4/30/2010,T5,R3,,0.14,
4/30/2010,T5,R4,,0.14,
4/30/2010,T6,R1,,0.16,
4/30/2010,T6,R2,,0.13,
4/30/2010,T6,R3,,0.18,
4/30/2010,T6,R4,,0.13,
4/30/2010,T7,R1,,0.14,
4/30/2010,T7,R2,,0.17,
4/30/2010,T7,R3,,0.13,
4/30/2010,T7,R4,,0.12,
4/30/2010,T8,R1,,0.18,
4/30/2010,T8,R2,,0.2,
4/30/2010,T8,R3,,0.19,
4/30/2010,T8,R4,,0.21,
5/14/2010,T1,R1,,0.16,
5/14/2010,T1,R2,,0.21,
5/14/2010,T1,R3,,0.15,
5/14/2010,T1,R4,,0.19,
5/14/2010,T2,R1,,0.17,
5/14/2010,T2,R2,,0.15,
5/14/2010,T2,R3,,0.16,
5/14/2010,T2,R4,,0.2,
5/14/2010,T3,R1,,0.18,
5/14/2010,T3,R2,,0.19,
5/14/2010,T3,R3,,0.18,
5/14/2010,T3,R4,,0.18,
5/14/2010,T4,R1,,0.19,
5/14/2010,T4,R2,,0.22,
5/14/2010,T4,R3,,0.21,
5/14/2010,T4,R4,,0.21,
5/14/2010,T5,R1,,0.2,
5/14/2010,T5,R2,,0.17,
5/14/2010,T5,R3,,0.22,
5/14/2010,T5,R4,,0.17,
5/14/2010,T6,R1,,0.21,
5/14/2010,T6,R2,,0.22,
5/14/2010,T6,R3,,0.25,
5/14/2010,T6,R4,,0.19,
5/14/2010,T7,R1,,0.2,
5/14/2010,T7,R2,,0.23,
5/14/2010,T7,R3,,0.21,
5/14/2010,T7,R4,,0.17,
5/14/2010,T8,R1,,0.25,
5/14/2010,T8,R2,,0.27,
5/14/2010,T8,R3,,0.3,
5/14/2010,T8,R4,,0.28,
5/27/2010,T1,R1,,0.13,
5/27/2010,T1,R2,,0.17,
5/27/2010,T1,R3,,0.1,
5/27/2010,T1,R4,,0.13,
5/27/2010,T2,R1,,0.12,
5/27/2010,T2,R2,,0.11,
5/27/2010,T2,R3,,0.11,
5/27/2010,T2,R4,,0.15,
5/27/2010,T3,R1,,0.11,
5/27/2010,T3,R2,,0.12,
5/27/2010,T3,R3,,0.11,
5/27/2010,T3,R4,,0.11,
5/27/2010,T4,R1,,0.12,
5/27/2010,T4,R2,,0.16,
5/27/2010,T4,R3,,0.16,
5/27/2010,T4,R4,,0.16,
5/27/2010,T5,R1,,0.15,
5/27/2010,T5,R2,,0.14,
5/27/2010,T5,R3,,0.14,
5/27/2010,T5,R4,,0.13,
5/27/2010,T6,R1,,0.2,
5/27/2010,T6,R2,,0.16,
5/27/2010,T6,R3,,0.2,
5/27/2010,T6,R4,,0.15,
5/27/2010,T7,R1,,0.14,
5/27/2010,T7,R2,,0.17,
5/27/2010,T7,R3,,0.17,
5/27/2010,T7,R4,,0.13,
5/27/2010,T8,R1,,0.21,
5/27/2010,T8,R2,,0.22,
5/27/2010,T8,R3,,0.22,
5/27/2010,T8,R4,,0.22,
6/10/2010,T1,R1,,0.15,
6/10/2010,T1,R2,,0.21,
6/10/2010,T1,R3,,0.15,
6/10/2010,T1,R4,,0.17,
6/10/2010,T2,R1,,0.16,
6/10/2010,T2,R2,,0.16,
6/10/2010,T2,R3,,0.14,
6/10/2010,T2,R4,,0.19,
6/10/2010,T3,R1,,0.16,
6/10/2010,T3,R2,,0.18,
6/10/2010,T3,R3,,0.16,
6/10/2010,T3,R4,,0.17,
6/10/2010,T4,R1,,0.18,
6/10/2010,T4,R2,,0.21,
6/10/2010,T4,R3,,0.22,
6/10/2010,T4,R4,,0.2,
6/10/2010,T5,R1,,0.2,
6/10/2010,T5,R2,,0.16,
6/10/2010,T5,R3,,0.17,
6/10/2010,T5,R4,,0.17,
6/10/2010,T6,R1,,0.21,
6/10/2010,T6,R2,,0.19,
6/10/2010,T6,R3,,0.22,
6/10/2010,T6,R4,,0.18,
6/10/2010,T7,R1,,0.21,
6/10/2010,T7,R2,,0.23,
6/10/2010,T7,R3,,0.19,
6/10/2010,T7,R4,,0.17,
6/10/2010,T8,R1,,0.22,
6/10/2010,T8,R2,,0.29,
6/10/2010,T8,R3,,0.29,
6/10/2010,T8,R4,,0.24,
6/24/2010,T1,R1,,0.16,
6/24/2010,T1,R2,,0.22,
6/24/2010,T1,R3,,0.15,
6/24/2010,T1,R4,,0.19,
6/24/2010,T2,R1,,0.16,
6/24/2010,T2,R2,,0.15,
6/24/2010,T2,R3,,0.17,
6/24/2010,T2,R4,,0.21,
6/24/2010,T3,R1,,0.18,
6/24/2010,T3,R2,,0.19,
6/24/2010,T3,R3,,0.18,
6/24/2010,T3,R4,,0.19,
6/24/2010,T4,R1,,0.19,
6/24/2010,T4,R2,,0.22,
6/24/2010,T4,R3,,0.22,
6/24/2010,T4,R4,,0.21,
6/24/2010,T5,R1,,0.19,
6/24/2010,T5,R2,,0.18,
6/24/2010,T5,R3,,0.16,
6/24/2010,T5,R4,,0.17,
6/24/2010,T6,R1,,0.21,
6/24/2010,T6,R2,,0.19,
6/24/2010,T6,R3,,0.24,
6/24/2010,T6,R4,,0.19,
6/24/2010,T7,R1,,0.23,
6/24/2010,T7,R2,,0.23,
6/24/2010,T7,R3,,0.21,
6/24/2010,T7,R4,,0.18,
6/24/2010,T8,R1,,0.25,
6/24/2010,T8,R2,,0.29,
6/24/2010,T8,R3,,0.27,
6/24/2010,T8,R4,,0.25,
9/3/2010,T1,R1,,0.15,
9/3/2010,T1,R2,,0.21,
9/3/2010,T1,R3,,0.13,
9/3/2010,T1,R4,,0.16,
9/3/2010,T2,R1,,0.13,
9/3/2010,T2,R2,,0.14,
9/3/2010,T2,R3,,0.14,
9/3/2010,T2,R4,,0.2,
9/3/2010,T3,R1,,0.16,
9/3/2010,T3,R2,,0.12,
9/3/2010,T3,R3,,0.16,
9/3/2010,T3,R4,,0.11,
9/3/2010,T4,R1,,0.14,
9/3/2010,T4,R2,,0.19,
9/3/2010,T4,R3,,0.14,
9/3/2010,T4,R4,,0.18,
9/3/2010,T5,R1,,0.17,
9/3/2010,T5,R2,,0.12,
9/3/2010,T5,R3,,0.16,
9/3/2010,T5,R4,,0.16,
9/3/2010,T6,R1,,0.11,
9/3/2010,T6,R2,,0.15,
9/3/2010,T6,R3,,0.19,
9/3/2010,T6,R4,,0.16,
9/3/2010,T7,R1,,0.14,
9/3/2010,T7,R2,,0.1,
9/3/2010,T7,R3,,0.18,
9/3/2010,T7,R4,,0.15,
9/3/2010,T8,R1,,0.16,
9/3/2010,T8,R2,,0.21,
9/3/2010,T8,R3,,0.22,
9/3/2010,T8,R4,,0.23,
9/22/2010,T1,R1,,0.17,
9/22/2010,T1,R2,,0.22,
9/22/2010,T1,R3,,0.16,
9/22/2010,T1,R4,,0.16,
9/22/2010,T2,R1,,0.16,
9/22/2010,T2,R2,,0.15,
9/22/2010,T2,R3,,0.15,
9/22/2010,T2,R4,,0.2,
9/22/2010,T3,R1,,0.17,
9/22/2010,T3,R2,,0.16,
9/22/2010,T3,R3,,0.15,
9/22/2010,T3,R4,,0.16,
9/22/2010,T4,R1,,0.17,
9/22/2010,T4,R2,,0.2,
9/22/2010,T4,R3,,0.2,
9/22/2010,T4,R4,,0.18,
9/22/2010,T5,R1,,0.14,
9/22/2010,T5,R2,,0.14,
9/22/2010,T5,R3,,0.11,
9/22/2010,T5,R4,,0.12,
9/22/2010,T6,R1,,0.13,
9/22/2010,T6,R2,,0.15,
9/22/2010,T6,R3,,0.17,
9/22/2010,T6,R4,,0.13,
9/22/2010,T7,R1,,0.19,
9/22/2010,T7,R2,,0.14,
9/22/2010,T7,R3,,0.15,
9/22/2010,T7,R4,,0.17,
9/22/2010,T8,R1,,0.16,
9/22/2010,T8,R2,,0.12,
9/22/2010,T8,R3,,0.16,
9/22/2010,T8,R4,,0.14,
10/7/2010,T1,R1,,0.14,
10/7/2010,T1,R2,,0.17,
10/7/2010,T1,R3,,0.11,
10/7/2010,T1,R4,,0.13,
10/7/2010,T2,R1,,0.12,
10/7/2010,T2,R2,,0.11,
10/7/2010,T2,R3,,0.14,
10/7/2010,T2,R4,,0.17,
10/7/2010,T3,R1,,0.08,
10/7/2010,T3,R2,,0.11,
10/7/2010,T3,R3,,0.08,
10/7/2010,T3,R4,,0.13,
10/7/2010,T4,R1,,0.11,
10/7/2010,T4,R2,,0.15,
10/7/2010,T4,R3,,0.14,
10/7/2010,T4,R4,,0.11,
10/7/2010,T5,R1,,0.08,
10/7/2010,T5,R2,,0.08,
10/7/2010,T5,R3,,0.08,
10/7/2010,T5,R4,,0.09,
10/7/2010,T6,R1,,0.07,
10/7/2010,T6,R2,,0.07,
10/7/2010,T6,R3,,0.12,
10/7/2010,T6,R4,,0.07,
10/7/2010,T7,R1,,0.12,
10/7/2010,T7,R2,,0.08,
10/7/2010,T7,R3,,0.11,
10/7/2010,T7,R4,,0.1,
10/7/2010,T8,R1,,0.13,
10/7/2010,T8,R2,,0.1,
10/7/2010,T8,R3,,0.15,
10/7/2010,T8,R4,,0.02,
11/4/2010,T1,R1,,0.14,
11/4/2010,T1,R2,,0.17,
11/4/2010,T1,R3,,0.13,
11/4/2010,T1,R4,,0.15,
11/4/2010,T2,R1,,0.13,
11/4/2010,T2,R2,,0.14,
11/4/2010,T2,R3,,0.14,
11/4/2010,T2,R4,,0.19,
11/4/2010,T3,R1,,0.11,
11/4/2010,T3,R2,,0.11,
11/4/2010,T3,R3,,0.12,
11/4/2010,T3,R4,,0.15,
11/4/2010,T4,R1,,0.12,
11/4/2010,T4,R2,,0.17,
11/4/2010,T4,R3,,0.16,
11/4/2010,T4,R4,,0.14,
11/4/2010,T5,R1,,0.15,
11/4/2010,T5,R2,,0.14,
11/4/2010,T5,R3,,0.12,
11/4/2010,T5,R4,,0.12,
11/4/2010,T6,R1,,0.13,
11/4/2010,T6,R2,,0.12,
11/4/2010,T6,R3,,0.13,
11/4/2010,T6,R4,,0.11,
11/4/2010,T7,R1,,0.15,
11/4/2010,T7,R2,,0.14,
11/4/2010,T7,R3,,0.13,
11/4/2010,T7,R4,,0.13,
11/4/2010,T8,R1,,0.18,
11/4/2010,T8,R2,,0.17,
11/4/2010,T8,R3,,0.19,
11/4/2010,T8,R4,,0.16,
3/30/2011,T1,R1,,0.15,
3/30/2011,T1,R2,,0.2,
3/30/2011,T1,R3,,0.13,
3/30/2011,T1,R4,,0.17,
3/30/2011,T2,R1,,0.15,
3/30/2011,T2,R2,,0.14,
3/30/2011,T2,R3,,0.16,
3/30/2011,T2,R4,,0.19,
3/30/2011,T3,R1,,0.17,
3/30/2011,T3,R2,,0.16,
3/30/2011,T3,R3,,0.17,
3/30/2011,T3,R4,,0.17,
3/30/2011,T4,R1,,0.17,
3/30/2011,T4,R2,,0.19,
3/30/2011,T4,R3,,0.21,
3/30/2011,T4,R4,,0.19,
3/30/2011,T5,R1,,0.19,
3/30/2011,T5,R2,,0.15,
3/30/2011,T5,R3,,0.15,
3/30/2011,T5,R4,,0.16,
3/30/2011,T6,R1,,0.2,
3/30/2011,T6,R2,,0.17,
3/30/2011,T6,R3,,0.22,
3/30/2011,T6,R4,,0.16,
3/30/2011,T7,R1,,0.21,
3/30/2011,T7,R2,,0.23,
3/30/2011,T7,R3,,0.2,
3/30/2011,T7,R4,,0.2,
3/30/2011,T8,R1,,0.31,
3/30/2011,T8,R2,,0.25,
3/30/2011,T8,R3,,0.26,
3/30/2011,T8,R4,,0.24,
4/14/2011,T1,R1,,0.15,
4/14/2011,T1,R2,,0.2,
4/14/2011,T1,R3,,0.13,
4/14/2011,T1,R4,,0.16,
4/14/2011,T2,R1,,0.15,
4/14/2011,T2,R2,,0.14,
