# Activity report,,,,
#,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/162,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/162.csv,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml,,,,
#,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,
# Use of the data constitutes acceptance of the terms.,,,,
#,,,,
#     VARIATE TABLE,,,,
"# Obs_date		observation date",,,,
"# Treatment		experimental treatment",,,,
"# Plot		plot where the activity occured",,,,
"# Observation_type		type of activity.",,,,
"# Equipment		equipment used during the activity.",,,,
#,,,,
#,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,
#,,,,
#,,,,
Obs_date,Treatment,Plot,Observation_type,Equipment
4/22/2013,T2,T2R1,Weed control,Top Air Sprayer
3/28/2013,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
3/27/2013,T4,T4R1,Planting,Gandy Orbit-Air (15' boom)
1/7/2013,T7,T7R1,Pesticide application,Backpack sprayer
11/20/2012,T8,T8ntR1,Planting,John Deere 1590 15' no-till drill
11/13/2012,T8,T8R1,Mowing,John Deere 115 15' flail mower
11/8/2012,T4,T4R1,Planting,John Deere 750 10' no-till drill
11/7/2012,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
11/6/2012,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
11/6/2012,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
11/5/2012,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/29/2012,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/29/2012,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/29/2012,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/25/2012,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/25/2012,T4,T4R1,Harvest,John Deere  9410 combine
10/25/2012,T4,T4R1,Harvest,Truck #1270 (White/Green)
10/25/2012,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
10/11/2012,T1,T1R1,Harvest,John Deere  9410 combine
10/11/2012,T1,T1R1,Harvest,Truck #1270 (White/Green)
10/11/2012,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/11/2012,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/11/2012,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/11/2012,T2,T2R1,Harvest,John Deere  9410 combine
10/11/2012,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/11/2012,T3,T3R1,Harvest,Truck #1270 (White/Green)
10/11/2012,T3,T3R1,Harvest,John Deere  9410 combine
10/2/2012,T1,T1R1,Mowing,John Deere 115 15' flail mower
10/2/2012,T2,T2R1,Mowing,John Deere 115 15' flail mower
8/3/2012,T1,T1R1,Pesticide application,ridger...for ridging?
8/3/2012,T1,T1R1,Pesticide application,Hagie Sprayer
8/3/2012,T2,T2R1,Pesticide application,ridger...for ridging?
8/3/2012,T2,T2R1,Pesticide application,Hagie Sprayer
8/3/2012,T3,T3R1,Pesticide application,ridger...for ridging?
8/3/2012,T3,T3R1,Pesticide application,Hagie Sprayer
8/1/2012,T6,T6R1,Harvest,New Holland Baler
7/30/2012,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
7/23/2012,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/20/2012,T4,T4R1,Weed control,hand-hoe
7/13/2012,T3,T3R1,Weed control,hand-hoe
7/5/2012,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/3/2012,T4,T4R1,Weed control,hand-hoe
6/26/2012,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/26/2012,T8,T8ntR1,Weed control,Top Air Sprayer
6/25/2012,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/25/2012,T2,T2R1,Weed control,Top Air Sprayer
6/22/2012,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/22/2012,T1,T1R1,Weed control,Top Air Sprayer
6/22/2012,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/22/2012,T3,T3R1,Weed control,Top Air Sprayer
6/22/2012,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/15/2012,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/13/2012,T6,T6R1,Harvest,Truck #1271 (Blue/White)
6/13/2012,T6,T6R1,Harvest,New Holland FP230 Forage Harvester - Pull Type
6/13/2012,T6,T6R1,Harvest,"New Holland 258 Rake - double rakes, left hand delivery."
6/13/2012,T6,T6R1,Harvest,Wagon - Richardton 700 Forage Dump Wagon
6/12/2012,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
6/12/2012,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
6/8/2012,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/7/2012,T4,T4R1,Planting,John Deere 1730 Maxemerge Plus Planter
6/6/2012,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/24/2012,T8,T8ntR1,Planting,John Deere 1730 Maxemerge Plus Planter
5/23/2012,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/23/2012,T4,T4R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/22/2012,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/22/2012,T6,T6R1,Fertilizer application,Gandy Air Seeder
5/19/2012,T1,T1R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/19/2012,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/19/2012,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/19/2012,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/18/2012,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/18/2012,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/18/2012,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
5/17/2012,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/16/2012,T1,T1R1,Soil Preparation,John Deere 714 Chisel plow
5/16/2012,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/16/2012,T6,T6R1,Harvest,"New Holland 258 Rake - double rakes, left hand delivery."
5/16/2012,T6,T6R1,Harvest,Truck #1270 (White/Green)
5/16/2012,T6,T6R1,Harvest,New Holland FP230 Forage Harvester - Pull Type
5/16/2012,T6,T6R1,Harvest,Wagon - Richardton 700 Forage Dump Wagon
5/15/2012,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
5/15/2012,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
5/14/2012,T3,T3R1,Mowing,John Deere 115 15' flail mower
5/14/2012,T4,T4R1,Mowing,John Deere 115 15' flail mower
5/11/2012,T8,T8ntR1,Weed control,Top Air Sprayer
5/11/2012,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/10/2012,T2,T2R1,Weed control,Top Air Sprayer
5/10/2012,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/24/2012,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/24/2012,T8,T8ntR1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/23/2012,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/23/2012,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/19/2012,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/17/2012,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/17/2012,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/13/2012,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/11/2012,T1,T1R1,Fertilizer application,Other
4/11/2012,T2,T2R1,Fertilizer application,Other
4/11/2012,T3,T3R1,Fertilizer application,Other
4/11/2012,T4,T4R1,Fertilizer application,Other
4/11/2012,T6,T6R1,Fertilizer application,Other
12/20/2011,T4,T4R1,Mowing,John Deere 115 15' flail mower
12/20/2011,T8,T8ntR1,Mowing,John Deere 115 15' flail mower
12/19/2011,T3,T3R1,Mowing,John Deere 115 15' flail mower
12/17/2011,T1,T1R1,Mowing,John Deere 115 15' flail mower
12/17/2011,T2,T2R1,Mowing,John Deere 115 15' flail mower
11/19/2011,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/19/2011,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
11/18/2011,T4,T4R1,Planting,John Deere 750 10' no-till drill
11/14/2011,T1,T1R1,Harvest,Truck #1271 (Blue/White)
11/14/2011,T1,T1R1,Harvest,Truck #1270 (White/Green)
11/14/2011,T1,T1R1,Harvest,John Deere  9410 combine
11/14/2011,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/14/2011,T2,T2R1,Harvest,Truck #1271 (Blue/White)
11/14/2011,T2,T2R1,Harvest,Truck #1270 (White/Green)
11/14/2011,T2,T2R1,Harvest,John Deere  9410 combine
11/14/2011,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/14/2011,T3,T3R1,Harvest,John Deere  9410 combine
11/14/2011,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/14/2011,T3,T3R1,Harvest,Truck #1271 (Blue/White)
11/14/2011,T3,T3R1,Harvest,Truck #1270 (White/Green)
11/14/2011,T4,T4R1,Harvest,John Deere  9410 combine
11/14/2011,T4,T4R1,Harvest,Truck #1271 (Blue/White)
11/14/2011,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/14/2011,T4,T4R1,Harvest,Truck #1270 (White/Green)
7/7/2011,T3,T3R1,Weed control,Top Air Sprayer
7/7/2011,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/5/2011,T3,T3R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
7/5/2011,T4,T4R1,Weed control,hand-hoe
7/5/2011,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/5/2011,T4,T4R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/27/2011,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/27/2011,T8,T8ntR1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/20/2011,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/20/2011,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/20/2011,T8,T8ntR1,Weed control,Top Air Sprayer
6/17/2011,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/17/2011,T3,T3R1,Weed control,Top Air Sprayer
6/15/2011,T1,T1R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/15/2011,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/8/2011,T4,T4R1,Weed control,John Deere 400 15' rotor hoe
6/8/2011,T5,T5R1,Fertilizer application,Gandy Air Seeder
6/4/2011,T4,T4R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
6/4/2011,T4,T4R1,Planting,John Deere 1730 Maxemerge Plus Planter
6/3/2011,T3,T3R1,Observation,Yetter 3415 MT 15' Rotary Hoe
6/3/2011,T3,T3R1,Planting,Yetter 3415 MT 15' Rotary Hoe
6/3/2011,T3,T3R1,Soil Preparation,Yetter 3415 MT 15' Rotary Hoe
6/3/2011,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
6/2/2011,T3,T3R1,Observation,Yetter 3415 MT 15' Rotary Hoe
6/2/2011,T3,T3R1,Planting,Yetter 3415 MT 15' Rotary Hoe
6/2/2011,T3,T3R1,Soil Preparation,Yetter 3415 MT 15' Rotary Hoe
6/2/2011,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/24/2011,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/24/2011,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/24/2011,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/24/2011,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
5/24/2011,T4,T4R1,Mowing,John Deere 115 15' flail mower
5/12/2011,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/12/2011,T8,T8ntR1,Weed control,Top Air Sprayer
5/11/2011,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/11/2011,T1,T1R1,Weed control,Top Air Sprayer
5/10/2011,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/9/2011,T1,T1R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/9/2011,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/9/2011,T2,T2R1,Weed control,Top Air Sprayer
5/9/2011,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/6/2011,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/6/2011,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/6/2011,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/5/2011,T1,T1R1,Soil Preparation,John Deere 714 Chisel plow
5/2/2011,T2,T2R1,Weed control,Top Air Sprayer
5/2/2011,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/14/2011,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/5/2011,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/30/2011,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/30/2011,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/30/2011,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/30/2011,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/1/2010,T8,T8ntR1,Mowing,John Deere 115 15' flail mower
9/10/2010,T1,T1R1,Weed control,John Deere 115 15' flail mower
9/10/2010,T2,T2R1,Weed control,John Deere 115 15' flail mower
8/17/2010,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/17/2010,T1,T1R1,Weed control,Top Air Sprayer
8/16/2010,T2,T2R1,Weed control,Top Air Sprayer
8/16/2010,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/19/2010,T6,T6R1,Harvest,baler
7/19/2010,T6,T6R1,Harvest,rake
7/17/2010,T3,T3R1,Harvest,Kincaid 8XP Plot Combine
7/17/2010,T4,T4R1,Harvest,Kincaid 8XP Plot Combine
7/16/2010,T1,T1R1,Harvest,baler
7/16/2010,T2,T2R1,Harvest,baler
7/16/2010,T6,T6R1,Harvest,haybine
7/14/2010,T1,T1R1,Harvest,combine
7/14/2010,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/14/2010,T2,T2R1,Harvest,combine
7/14/2010,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
6/29/2010,T8,T8ntR1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/17/2010,T8,T8ntR1,Weed control,Top Air Sprayer
6/17/2010,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/4/2010,T6,T6R1,Harvest,John Deere 7350 Self-propelled forage harvester/chopper
5/26/2010,T5,T5R1,Mowing,brush hog type mower
5/6/2010,T8,T8ntR1,Weed control,Top Air Sprayer
5/6/2010,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/3/2010,T3,T3R1,Fertilizer application,Top Air Sprayer
5/3/2010,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
5/3/2010,T4,T4R1,Fertilizer application,Top Air Sprayer
5/3/2010,T4,T4R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/29/2010,T1,T1R1,Fertilizer application,Top Air Sprayer
4/29/2010,T1,T1R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/29/2010,T2,T2R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/29/2010,T2,T2R1,Fertilizer application,Top Air Sprayer
4/21/2010,T1,T1R1,Fertilizer application,Top Air Sprayer
4/21/2010,T1,T1R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/21/2010,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/21/2010,T3,T3R1,Fertilizer application,Top Air Sprayer
4/20/2010,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/20/2010,T1,T1R1,Weed control,Top Air Sprayer
4/20/2010,T2,T2R1,Fertilizer application,Top Air Sprayer
4/20/2010,T2,T2R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/19/2010,T5,T5R1,Planting,Shovel (hand powered)
4/14/2010,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/14/2010,T1,T1R1,Weed control,Top Air Sprayer
4/12/2010,T2,T2R1,Weed control,Top Air Sprayer
4/12/2010,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
3/22/2010,T4,T4R1,Planting,Gandy Air Seeder
3/19/2010,T3,T3R1,Planting,Gandy Air Seeder
11/16/2009,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/14/2009,T4,T4R1,Planting,John Deere 450 conventional 10' drill
11/10/2009,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
11/10/2009,T8,T8R1,Weed control,John Deere 10' brushhog mower
11/10/2009,T8,T8ntR1,Weed control,John Deere 10' brushhog mower
11/6/2009,T1,T1R1,Planting,John Deere 750 10' no-till drill
10/26/2009,T5,T5R1,Pesticide application,Backpack sprayer
10/22/2009,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/22/2009,T8,T8ntR1,Planting,John Deere 750 10' no-till drill
10/22/2009,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
10/16/2009,T1,T1R1,Harvest,John Deere  9410 combine
10/16/2009,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/16/2009,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/16/2009,T2,T2R1,Harvest,John Deere  9410 combine
10/16/2009,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/16/2009,T3,T3R1,Harvest,John Deere  9410 combine
10/16/2009,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/16/2009,T4,T4R1,Harvest,John Deere  9410 combine
9/4/2009,T5,T5R1,Pesticide application,Backpack sprayer
7/27/2009,T5,T5R1,Pesticide application,Backpack sprayer
7/20/2009,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/8/2009,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
7/2/2009,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/29/2009,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/24/2009,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/24/2009,T1,T1R1,Weed control,Top Air Sprayer
6/24/2009,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/23/2009,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/23/2009,T2,T2R1,Weed control,Top Air Sprayer
6/23/2009,T3,T3R1,Weed control,Top Air Sprayer
6/23/2009,T6,T6R1,Planting,John Deere 1590 15' no-till drill
6/22/2009,T6,T6R1,Weed control,Top Air Sprayer
6/22/2009,T6,T6R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/13/2009,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/7/2009,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/3/2009,T4,T4R1,Planting,John Deere 1730 Maxemerge Plus Planter
6/3/2009,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/31/2009,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/31/2009,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/31/2009,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/23/2009,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/23/2009,T8,T8ntR1,Weed control,Top Air Sprayer
5/22/2009,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
5/22/2009,T6,T6R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/22/2009,T6,T6R1,Weed control,Top Air Sprayer
5/22/2009,T8,T8ntR1,Planting,John Deere 1730 Maxemerge Plus Planter
5/21/2009,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/21/2009,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/20/2009,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/20/2009,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/19/2009,T2,T2R1,Weed control,Top Air Sprayer
5/19/2009,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/15/2009,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/15/2009,T1,T1R1,Soil Preparation,John Deere 714 Chisel plow
5/15/2009,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/15/2009,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/12/2009,T5,T5R1,Planting,hand
11/11/2008,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/7/2008,T4,T4R1,Planting,John Deere 750 10' no-till drill
11/4/2008,T8,T8ntR1,Mowing,John Deere 115 15' flail mower
11/3/2008,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/3/2008,T3,T3R1,Mowing,John Deere 115 15' flail mower
11/3/2008,T3,T3R1,Harvest,John Deere  9410 combine
11/3/2008,T3,T3R1,Harvest,truck - for hauling
11/3/2008,T4,T4R1,Mowing,John Deere 115 15' flail mower
11/3/2008,T4,T4R1,Harvest,truck - for hauling
11/3/2008,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/3/2008,T4,T4R1,Harvest,John Deere  9410 combine
11/1/2008,T5,T5R1,Weed control,Demco 3-point mounted sprayer
11/1/2008,T5,T5R1,Pesticide application,Demco 3-point mounted sprayer
11/1/2008,T6,T6R1,Pesticide application,Demco 3-point mounted sprayer
11/1/2008,T6,T6R1,Weed control,Demco 3-point mounted sprayer
10/31/2008,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
10/22/2008,T1,T1R1,Mowing,John Deere 115 15' flail mower
10/22/2008,T2,T2R1,Mowing,John Deere 115 15' flail mower
10/20/2008,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/20/2008,T1,T1R1,Harvest,truck - for hauling
10/20/2008,T1,T1R1,Harvest,John Deere  9410 combine
10/20/2008,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/20/2008,T2,T2R1,Harvest,truck - for hauling
10/20/2008,T2,T2R1,Harvest,John Deere  9410 combine
10/8/2008,T8,T8R1,Mowing,brush hog type mower
10/8/2008,T8,T8R1,Mowing,John Deere 115 15' flail mower
10/7/2008,T1,T1R1,Mowing,John Deere 115 15' flail mower
10/7/2008,T2,T2R1,Mowing,John Deere 115 15' flail mower
8/12/2008,T6,T6R1,Weed control,Demco 3-point mounted sprayer
8/12/2008,T6,T6R1,Weed control,8002 Flat Fan Nozzles
8/1/2008,T6,T6R1,Mowing,John Deere 115 15' flail mower
7/25/2008,T5,T5R1,Weed control,Top Air Sprayer
7/25/2008,T5,T5R1,Pesticide application,Top Air Sprayer
7/23/2008,T6,T6R1,Harvest,Truck #892 (Blue/Red)
7/23/2008,T6,T6R1,Harvest,John Deere  9410 combine
7/23/2008,T6,T6R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/14/2008,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
7/2/2008,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/25/2008,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/20/2008,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/20/2008,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/20/2008,T8,T8ntR1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/19/2008,T1,T1R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/19/2008,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/19/2008,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/13/2008,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/11/2008,T5,T5R1,Weed control,8002 Flat Fan Nozzles
6/11/2008,T5,T5R1,Weed control,Demco 3-point mounted sprayer
6/2/2008,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
5/28/2008,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
5/23/2008,T4,T4R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/23/2008,T4,T4R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/23/2008,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/16/2008,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/16/2008,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/16/2008,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/15/2008,T3,T3R1,Weed control,Demco 3-point mounted sprayer
5/15/2008,T3,T3R1,Weed control,8002 Flat Fan Nozzles
5/15/2008,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
5/15/2008,T8,T8ntR1,Weed control,Demco 3-point mounted sprayer
5/15/2008,T8,T8ntR1,Weed control,8002 Flat Fan Nozzles
5/14/2008,T2,T2R1,Weed control,8002 Flat Fan Nozzles
5/14/2008,T2,T2R1,Weed control,Demco 3-point mounted sprayer
5/13/2008,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/13/2008,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/13/2008,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/13/2008,T8,T8ntR1,Planting,John Deere 1730 Maxemerge Plus Planter
5/13/2008,T8,T8ntR1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/12/2008,T8,T8ntR1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/9/2008,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/9/2008,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/9/2008,T1,T1R1,Weed control,Demco 3-point mounted sprayer
5/9/2008,T1,T1R1,Pesticide application,Demco 3-point mounted sprayer
5/9/2008,T1,T1R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/9/2008,T1,T1R1,Weed control,8002 Flat Fan Nozzles
